Sequence Name,Name,Minimum,Maximum,Length,Repeat Unit
Pf3D7_01_v3,Mononucleotide Repeat,178061,178087,27,A
Pf3D7_01_v3,Mononucleotide Repeat,179038,179046,9,A
Pf3D7_01_v3,Mononucleotide Repeat,179106,179114,9,A
Pf3D7_01_v3,Mononucleotide Repeat,179145,179184,40,A
Pf3D7_01_v3,Mononucleotide Repeat,180838,180850,13,A
Pf3D7_01_v3,Mononucleotide Repeat,181162,181171,10,A
Pf3D7_01_v3,Mononucleotide Repeat,181330,181338,9,A
Pf3D7_01_v3,Mononucleotide Repeat,181406,181416,11,A
Pf3D7_01_v3,Mononucleotide Repeat,181477,181485,9,A
Pf3D7_01_v3,Mononucleotide Repeat,182140,182157,18,A
Pf3D7_01_v3,Mononucleotide Repeat,182180,182200,21,A
Pf3D7_01_v3,Mononucleotide Repeat,182531,182545,15,A
Pf3D7_01_v3,Mononucleotide Repeat,182660,182669,10,A
Pf3D7_01_v3,Mononucleotide Repeat,184227,184239,13,A
Pf3D7_01_v3,Mononucleotide Repeat,184241,184254,14,A
Pf3D7_01_v3,Mononucleotide Repeat,184324,184352,29,A
Pf3D7_01_v3,Mononucleotide Repeat,184576,184588,13,A
Pf3D7_01_v3,Mononucleotide Repeat,184721,184739,19,A
Pf3D7_01_v3,Mononucleotide Repeat,184810,184839,30,A
Pf3D7_01_v3,Mononucleotide Repeat,184924,184940,17,A
Pf3D7_01_v3,Mononucleotide Repeat,185076,185091,16,A
Pf3D7_01_v3,Mononucleotide Repeat,185282,185294,13,A
Pf3D7_01_v3,Mononucleotide Repeat,185314,185322,9,A
Pf3D7_01_v3,Mononucleotide Repeat,185345,185359,15,A
Pf3D7_01_v3,Mononucleotide Repeat,185519,185530,12,A
Pf3D7_01_v3,Mononucleotide Repeat,185766,185775,10,A
Pf3D7_01_v3,Mononucleotide Repeat,185998,186017,20,A
Pf3D7_01_v3,Mononucleotide Repeat,186030,186038,9,A
Pf3D7_01_v3,Mononucleotide Repeat,186100,186116,17,A
Pf3D7_01_v3,Mononucleotide Repeat,186162,186178,17,A
Pf3D7_01_v3,Mononucleotide Repeat,186891,186940,50,A
Pf3D7_01_v3,Mononucleotide Repeat,186942,186952,11,A
Pf3D7_01_v3,Mononucleotide Repeat,187083,187095,13,A
Pf3D7_01_v3,Mononucleotide Repeat,187243,187252,10,A
Pf3D7_01_v3,Mononucleotide Repeat,187280,187299,20,A
Pf3D7_01_v3,Mononucleotide Repeat,187511,187519,9,A
Pf3D7_01_v3,Mononucleotide Repeat,187740,187748,9,A
Pf3D7_01_v3,Mononucleotide Repeat,187805,187819,15,A
Pf3D7_01_v3,Mononucleotide Repeat,187824,187839,16,A
Pf3D7_01_v3,Mononucleotide Repeat,187897,187912,16,A
Pf3D7_01_v3,Mononucleotide Repeat,188089,188101,13,A
Pf3D7_01_v3,Mononucleotide Repeat,188324,188332,9,A
Pf3D7_01_v3,Mononucleotide Repeat,188395,188423,29,A
Pf3D7_01_v3,Mononucleotide Repeat,188976,188986,11,A
Pf3D7_01_v3,Mononucleotide Repeat,189084,189093,10,A
Pf3D7_01_v3,Mononucleotide Repeat,189095,189105,11,A
Pf3D7_01_v3,Mononucleotide Repeat,189196,189204,9,A
Pf3D7_01_v3,Mononucleotide Repeat,189290,189298,9,A
Pf3D7_01_v3,Mononucleotide Repeat,189335,189348,14,A
Pf3D7_01_v3,Mononucleotide Repeat,189726,189735,10,A
Pf3D7_01_v3,Mononucleotide Repeat,189762,189770,9,A
Pf3D7_01_v3,Mononucleotide Repeat,189920,189928,9,A
Pf3D7_01_v3,Mononucleotide Repeat,190261,190269,9,A
Pf3D7_01_v3,Mononucleotide Repeat,190990,190999,10,A
Pf3D7_01_v3,Mononucleotide Repeat,191070,191089,20,A
Pf3D7_01_v3,Mononucleotide Repeat,191169,191179,11,A
Pf3D7_01_v3,Mononucleotide Repeat,191199,191209,11,A
Pf3D7_01_v3,Mononucleotide Repeat,191607,191623,17,A
Pf3D7_01_v3,Mononucleotide Repeat,191817,191827,11,A
Pf3D7_01_v3,Mononucleotide Repeat,191834,191844,11,A
Pf3D7_01_v3,Mononucleotide Repeat,191974,191982,9,A
Pf3D7_01_v3,Mononucleotide Repeat,192790,192800,11,A
Pf3D7_01_v3,Mononucleotide Repeat,193170,193198,29,A
Pf3D7_01_v3,Mononucleotide Repeat,193632,193641,10,A
Pf3D7_01_v3,Mononucleotide Repeat,193649,193657,9,A
Pf3D7_01_v3,Mononucleotide Repeat,194136,194148,13,A
Pf3D7_01_v3,Mononucleotide Repeat,194285,194296,12,A
Pf3D7_01_v3,Mononucleotide Repeat,194394,194407,14,A
Pf3D7_01_v3,Mononucleotide Repeat,194549,194557,9,A
Pf3D7_01_v3,Mononucleotide Repeat,195944,195952,9,A
Pf3D7_01_v3,Mononucleotide Repeat,197462,197489,28,A
Pf3D7_01_v3,Mononucleotide Repeat,197531,197541,11,A
Pf3D7_01_v3,Mononucleotide Repeat,198640,198651,12,A
Pf3D7_01_v3,Mononucleotide Repeat,199149,199167,19,A
Pf3D7_01_v3,Mononucleotide Repeat,200446,200455,10,A
Pf3D7_01_v3,Mononucleotide Repeat,200842,200872,31,A
Pf3D7_01_v3,Mononucleotide Repeat,201069,201078,10,A
Pf3D7_01_v3,Mononucleotide Repeat,201329,201347,19,A
Pf3D7_01_v3,Mononucleotide Repeat,201353,201370,18,A
Pf3D7_01_v3,Mononucleotide Repeat,201411,201419,9,A
Pf3D7_01_v3,Mononucleotide Repeat,201424,201432,9,A
Pf3D7_01_v3,Mononucleotide Repeat,201433,201452,20,A
Pf3D7_01_v3,Mononucleotide Repeat,202100,202115,16,A
Pf3D7_01_v3,Mononucleotide Repeat,202269,202282,14,A
Pf3D7_01_v3,Mononucleotide Repeat,202352,202363,12,A
Pf3D7_01_v3,Mononucleotide Repeat,202365,202394,30,A
Pf3D7_01_v3,Mononucleotide Repeat,202629,202639,11,A
Pf3D7_01_v3,Mononucleotide Repeat,202941,202951,11,A
Pf3D7_01_v3,Mononucleotide Repeat,203444,203456,13,A
Pf3D7_01_v3,Mononucleotide Repeat,204150,204164,15,A
Pf3D7_01_v3,Mononucleotide Repeat,204215,204226,12,A
Pf3D7_01_v3,Mononucleotide Repeat,204227,204235,9,A
Pf3D7_01_v3,Mononucleotide Repeat,204255,204273,19,A
Pf3D7_01_v3,Mononucleotide Repeat,204332,204370,39,A
Pf3D7_01_v3,Mononucleotide Repeat,204438,204455,18,A
Pf3D7_01_v3,Mononucleotide Repeat,205633,205652,20,A
Pf3D7_01_v3,Mononucleotide Repeat,205805,205830,26,A
Pf3D7_01_v3,Mononucleotide Repeat,205883,205891,9,A
Pf3D7_01_v3,Mononucleotide Repeat,206446,206454,9,A
Pf3D7_01_v3,Mononucleotide Repeat,206676,206685,10,A
Pf3D7_01_v3,Mononucleotide Repeat,207120,207128,9,A
Pf3D7_01_v3,Mononucleotide Repeat,207853,207861,9,A
Pf3D7_01_v3,Mononucleotide Repeat,208680,208688,9,A
Pf3D7_01_v3,Mononucleotide Repeat,209165,209177,13,A
Pf3D7_01_v3,Mononucleotide Repeat,209599,209608,10,A
Pf3D7_01_v3,Mononucleotide Repeat,209869,209878,10,A
Pf3D7_01_v3,Mononucleotide Repeat,210356,210364,9,A
Pf3D7_01_v3,Mononucleotide Repeat,210417,210451,35,A
Pf3D7_01_v3,Mononucleotide Repeat,210496,210505,10,A
Pf3D7_01_v3,Mononucleotide Repeat,210848,210864,17,A
Pf3D7_01_v3,Mononucleotide Repeat,210980,210989,10,A
Pf3D7_01_v3,Mononucleotide Repeat,211481,211489,9,A
Pf3D7_01_v3,Mononucleotide Repeat,212385,212396,12,A
Pf3D7_01_v3,Mononucleotide Repeat,213058,213069,12,A
Pf3D7_01_v3,Mononucleotide Repeat,213236,213251,16,A
Pf3D7_01_v3,Mononucleotide Repeat,213516,213551,36,A
Pf3D7_01_v3,Mononucleotide Repeat,213749,213773,25,A
Pf3D7_01_v3,Mononucleotide Repeat,213849,213860,12,A
Pf3D7_01_v3,Mononucleotide Repeat,213944,213963,20,A
Pf3D7_01_v3,Mononucleotide Repeat,214046,214055,10,A
Pf3D7_01_v3,Mononucleotide Repeat,214247,214256,10,A
Pf3D7_01_v3,Mononucleotide Repeat,214258,214266,9,A
Pf3D7_01_v3,Mononucleotide Repeat,214468,214481,14,A
Pf3D7_01_v3,Mononucleotide Repeat,214761,214772,12,A
Pf3D7_01_v3,Mononucleotide Repeat,214830,214838,9,A
Pf3D7_01_v3,Mononucleotide Repeat,214912,214924,13,A
Pf3D7_01_v3,Mononucleotide Repeat,215114,215147,34,A
Pf3D7_01_v3,Mononucleotide Repeat,215303,215312,10,A
Pf3D7_01_v3,Mononucleotide Repeat,216786,216794,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217857,217865,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217867,217875,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217877,217885,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217887,217895,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217897,217905,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217907,217915,9,A
Pf3D7_01_v3,Mononucleotide Repeat,217917,217925,9,A
Pf3D7_01_v3,Mononucleotide Repeat,218278,218299,22,A
Pf3D7_01_v3,Mononucleotide Repeat,218766,218774,9,A
Pf3D7_01_v3,Mononucleotide Repeat,219026,219034,9,A
Pf3D7_01_v3,Mononucleotide Repeat,219212,219229,18,A
Pf3D7_01_v3,Mononucleotide Repeat,219231,219243,13,A
Pf3D7_01_v3,Mononucleotide Repeat,219365,219380,16,A
Pf3D7_01_v3,Mononucleotide Repeat,219452,219462,11,A
Pf3D7_01_v3,Mononucleotide Repeat,219515,219523,9,A
Pf3D7_01_v3,Mononucleotide Repeat,219647,219663,17,A
Pf3D7_01_v3,Mononucleotide Repeat,219728,219752,25,A
Pf3D7_01_v3,Mononucleotide Repeat,219842,219850,9,A
Pf3D7_01_v3,Mononucleotide Repeat,220023,220037,15,A
Pf3D7_01_v3,Mononucleotide Repeat,220295,220305,11,A
Pf3D7_01_v3,Mononucleotide Repeat,220461,220479,19,A
Pf3D7_01_v3,Mononucleotide Repeat,220693,220720,28,A
Pf3D7_01_v3,Mononucleotide Repeat,220954,220962,9,A
Pf3D7_01_v3,Mononucleotide Repeat,221166,221176,11,A
Pf3D7_01_v3,Mononucleotide Repeat,221314,221323,10,A
Pf3D7_01_v3,Mononucleotide Repeat,221668,221681,14,A
Pf3D7_01_v3,Mononucleotide Repeat,221939,221960,22,A
Pf3D7_01_v3,Mononucleotide Repeat,221993,222006,14,A
Pf3D7_01_v3,Mononucleotide Repeat,222056,222082,27,A
Pf3D7_01_v3,Mononucleotide Repeat,222231,222248,18,A
Pf3D7_01_v3,Mononucleotide Repeat,222502,222510,9,A
Pf3D7_01_v3,Mononucleotide Repeat,223979,223989,11,A
Pf3D7_01_v3,Mononucleotide Repeat,224021,224030,10,A
Pf3D7_01_v3,Mononucleotide Repeat,224278,224296,19,A
Pf3D7_01_v3,Mononucleotide Repeat,224386,224404,19,A
Pf3D7_01_v3,Mononucleotide Repeat,224496,224519,24,A
Pf3D7_01_v3,Mononucleotide Repeat,224624,224638,15,A
Pf3D7_01_v3,Mononucleotide Repeat,224725,224734,10,A
Pf3D7_01_v3,Mononucleotide Repeat,225023,225031,9,A
Pf3D7_01_v3,Mononucleotide Repeat,225090,225102,13,A
Pf3D7_01_v3,Mononucleotide Repeat,225587,225613,27,A
Pf3D7_01_v3,Mononucleotide Repeat,225814,225827,14,A
Pf3D7_01_v3,Mononucleotide Repeat,225942,225951,10,A
Pf3D7_01_v3,Mononucleotide Repeat,225987,226018,32,A
Pf3D7_01_v3,Mononucleotide Repeat,226083,226099,17,A
Pf3D7_01_v3,Mononucleotide Repeat,226157,226178,22,A
Pf3D7_01_v3,Mononucleotide Repeat,226361,226378,18,A
Pf3D7_01_v3,Mononucleotide Repeat,226481,226497,17,A
Pf3D7_01_v3,Mononucleotide Repeat,227006,227017,12,A
Pf3D7_01_v3,Mononucleotide Repeat,227326,227335,10,A
Pf3D7_01_v3,Mononucleotide Repeat,227423,227447,25,A
Pf3D7_01_v3,Mononucleotide Repeat,227641,227651,11,A
Pf3D7_01_v3,Mononucleotide Repeat,227756,227766,11,A
Pf3D7_01_v3,Mononucleotide Repeat,227790,227799,10,A
Pf3D7_01_v3,Mononucleotide Repeat,227915,227942,28,A
Pf3D7_01_v3,Mononucleotide Repeat,227990,228004,15,A
Pf3D7_01_v3,Mononucleotide Repeat,229553,229567,15,A
Pf3D7_01_v3,Mononucleotide Repeat,229854,229862,9,A
Pf3D7_01_v3,Mononucleotide Repeat,229930,229950,21,A
Pf3D7_01_v3,Mononucleotide Repeat,230030,230048,19,A
Pf3D7_01_v3,Mononucleotide Repeat,230142,230150,9,A
Pf3D7_01_v3,Mononucleotide Repeat,231385,231400,16,A
Pf3D7_01_v3,Mononucleotide Repeat,231606,231615,10,A
Pf3D7_01_v3,Mononucleotide Repeat,232195,232204,10,A
Pf3D7_01_v3,Mononucleotide Repeat,232613,232621,9,A
Pf3D7_01_v3,Mononucleotide Repeat,234457,234486,30,A
Pf3D7_01_v3,Mononucleotide Repeat,234557,234583,27,A
Pf3D7_01_v3,Mononucleotide Repeat,235172,235181,10,A
Pf3D7_01_v3,Mononucleotide Repeat,235417,235427,11,A
Pf3D7_01_v3,Mononucleotide Repeat,235933,235944,12,A
Pf3D7_01_v3,Mononucleotide Repeat,236532,236542,11,A
Pf3D7_01_v3,Mononucleotide Repeat,236743,236752,10,A
Pf3D7_01_v3,Mononucleotide Repeat,236966,236981,16,A
Pf3D7_01_v3,Mononucleotide Repeat,237069,237079,11,A
Pf3D7_01_v3,Mononucleotide Repeat,237215,237235,21,A
Pf3D7_01_v3,Mononucleotide Repeat,237724,237742,19,A
Pf3D7_01_v3,Mononucleotide Repeat,237911,237922,12,A
Pf3D7_01_v3,Mononucleotide Repeat,238052,238060,9,A
Pf3D7_01_v3,Mononucleotide Repeat,238135,238149,15,A
Pf3D7_01_v3,Mononucleotide Repeat,238213,238228,16,A
Pf3D7_01_v3,Mononucleotide Repeat,238368,238382,15,A
Pf3D7_01_v3,Mononucleotide Repeat,238433,238461,29,A
Pf3D7_01_v3,Mononucleotide Repeat,238576,238608,33,A
Pf3D7_01_v3,Mononucleotide Repeat,239461,239471,11,A
Pf3D7_01_v3,Mononucleotide Repeat,243313,243322,10,A
Pf3D7_01_v3,Mononucleotide Repeat,244312,244322,11,A
Pf3D7_01_v3,Mononucleotide Repeat,246058,246068,11,A
Pf3D7_01_v3,Mononucleotide Repeat,246984,246992,9,A
Pf3D7_01_v3,Mononucleotide Repeat,247135,247148,14,A
Pf3D7_01_v3,Mononucleotide Repeat,247965,247973,9,A
Pf3D7_01_v3,Mononucleotide Repeat,248198,248227,30,A
Pf3D7_01_v3,Mononucleotide Repeat,248319,248327,9,A
Pf3D7_01_v3,Mononucleotide Repeat,248419,248439,21,A
Pf3D7_01_v3,Mononucleotide Repeat,248646,248655,10,A
Pf3D7_01_v3,Mononucleotide Repeat,248755,248774,20,A
Pf3D7_01_v3,Mononucleotide Repeat,248945,248976,32,A
Pf3D7_01_v3,Mononucleotide Repeat,249059,249086,28,A
Pf3D7_01_v3,Mononucleotide Repeat,249805,249813,9,A
Pf3D7_01_v3,Mononucleotide Repeat,250369,250383,15,A
Pf3D7_01_v3,Mononucleotide Repeat,252019,252027,9,A
Pf3D7_01_v3,Mononucleotide Repeat,252622,252631,10,A
Pf3D7_01_v3,Mononucleotide Repeat,252696,252714,19,A
Pf3D7_01_v3,Mononucleotide Repeat,253016,253024,9,A
Pf3D7_01_v3,Mononucleotide Repeat,253026,253043,18,A
Pf3D7_01_v3,Mononucleotide Repeat,253322,253330,9,A
Pf3D7_01_v3,Mononucleotide Repeat,253522,253530,9,A
Pf3D7_01_v3,Mononucleotide Repeat,253533,253541,9,A
Pf3D7_01_v3,Mononucleotide Repeat,253556,253565,10,A
Pf3D7_01_v3,Mononucleotide Repeat,253944,253960,17,A
Pf3D7_01_v3,Mononucleotide Repeat,254388,254397,10,A
Pf3D7_01_v3,Mononucleotide Repeat,254569,254581,13,A
Pf3D7_01_v3,Mononucleotide Repeat,254941,254955,15,A
Pf3D7_01_v3,Mononucleotide Repeat,254957,254972,16,A
Pf3D7_01_v3,Mononucleotide Repeat,255073,255087,15,A
Pf3D7_01_v3,Mononucleotide Repeat,255297,255311,15,A
Pf3D7_01_v3,Mononucleotide Repeat,255877,255899,23,A
Pf3D7_01_v3,Mononucleotide Repeat,258618,258644,27,A
Pf3D7_01_v3,Mononucleotide Repeat,259011,259029,19,A
Pf3D7_01_v3,Mononucleotide Repeat,259043,259074,32,A
Pf3D7_01_v3,Mononucleotide Repeat,259076,259089,14,A
Pf3D7_01_v3,Mononucleotide Repeat,259334,259347,14,A
Pf3D7_01_v3,Mononucleotide Repeat,259362,259372,11,A
Pf3D7_01_v3,Mononucleotide Repeat,259415,259427,13,A
Pf3D7_01_v3,Mononucleotide Repeat,259770,259783,14,A
Pf3D7_01_v3,Mononucleotide Repeat,259932,259940,9,A
Pf3D7_01_v3,Mononucleotide Repeat,260085,260109,25,A
Pf3D7_01_v3,Mononucleotide Repeat,260326,260335,10,A
Pf3D7_01_v3,Mononucleotide Repeat,261342,261350,9,A
Pf3D7_01_v3,Mononucleotide Repeat,261928,261937,10,A
Pf3D7_01_v3,Mononucleotide Repeat,261943,261951,9,A
Pf3D7_01_v3,Mononucleotide Repeat,261996,262013,18,A
Pf3D7_01_v3,Mononucleotide Repeat,262015,262030,16,A
Pf3D7_01_v3,Mononucleotide Repeat,262224,262236,13,A
Pf3D7_01_v3,Mononucleotide Repeat,262453,262474,22,A
Pf3D7_01_v3,Mononucleotide Repeat,262695,262712,18,A
Pf3D7_01_v3,Mononucleotide Repeat,262789,262801,13,A
Pf3D7_01_v3,Mononucleotide Repeat,263059,263072,14,A
Pf3D7_01_v3,Mononucleotide Repeat,263550,263558,9,A
Pf3D7_01_v3,Mononucleotide Repeat,263881,263890,10,A
Pf3D7_01_v3,Mononucleotide Repeat,264225,264233,9,A
Pf3D7_01_v3,Mononucleotide Repeat,264248,264257,10,A
Pf3D7_01_v3,Mononucleotide Repeat,264318,264340,23,A
Pf3D7_01_v3,Mononucleotide Repeat,264424,264436,13,A
Pf3D7_01_v3,Mononucleotide Repeat,264613,264622,10,A
Pf3D7_01_v3,Mononucleotide Repeat,264779,264796,18,A
Pf3D7_01_v3,Mononucleotide Repeat,265040,265054,15,A
Pf3D7_01_v3,Mononucleotide Repeat,265984,265992,9,A
Pf3D7_01_v3,Mononucleotide Repeat,266074,266104,31,A
Pf3D7_01_v3,Mononucleotide Repeat,267047,267055,9,A
Pf3D7_01_v3,Mononucleotide Repeat,268164,268172,9,A
Pf3D7_01_v3,Mononucleotide Repeat,269343,269365,23,A
Pf3D7_01_v3,Mononucleotide Repeat,269387,269398,12,A
Pf3D7_01_v3,Mononucleotide Repeat,269492,269511,20,A
Pf3D7_01_v3,Mononucleotide Repeat,269864,269877,14,A
Pf3D7_01_v3,Mononucleotide Repeat,270145,270154,10,A
Pf3D7_01_v3,Mononucleotide Repeat,270284,270295,12,A
Pf3D7_01_v3,Mononucleotide Repeat,270298,270306,9,A
Pf3D7_01_v3,Mononucleotide Repeat,270533,270564,32,A
Pf3D7_01_v3,Mononucleotide Repeat,270676,270684,9,A
Pf3D7_01_v3,Mononucleotide Repeat,270732,270740,9,A
Pf3D7_01_v3,Mononucleotide Repeat,270747,270758,12,A
Pf3D7_01_v3,Mononucleotide Repeat,270772,270780,9,A
Pf3D7_01_v3,Mononucleotide Repeat,271539,271554,16,A
Pf3D7_01_v3,Mononucleotide Repeat,271622,271634,13,A
Pf3D7_01_v3,Mononucleotide Repeat,271662,271685,24,A
Pf3D7_01_v3,Mononucleotide Repeat,271753,271769,17,A
Pf3D7_01_v3,Mononucleotide Repeat,271804,271812,9,A
Pf3D7_01_v3,Mononucleotide Repeat,272124,272145,22,A
Pf3D7_01_v3,Mononucleotide Repeat,272284,272306,23,A
Pf3D7_01_v3,Mononucleotide Repeat,272429,272445,17,A
Pf3D7_01_v3,Mononucleotide Repeat,272538,272546,9,A
Pf3D7_01_v3,Mononucleotide Repeat,272950,272961,12,A
Pf3D7_01_v3,Mononucleotide Repeat,273004,273013,10,A
Pf3D7_01_v3,Mononucleotide Repeat,273547,273555,9,A
Pf3D7_01_v3,Mononucleotide Repeat,273720,273744,25,A
Pf3D7_01_v3,Mononucleotide Repeat,273952,273961,10,A
Pf3D7_01_v3,Mononucleotide Repeat,273962,273979,18,A
Pf3D7_01_v3,Mononucleotide Repeat,274294,274315,22,A
Pf3D7_01_v3,Mononucleotide Repeat,274457,274466,10,A
Pf3D7_01_v3,Mononucleotide Repeat,275224,275233,10,A
Pf3D7_01_v3,Mononucleotide Repeat,275299,275307,9,A
Pf3D7_01_v3,Mononucleotide Repeat,276576,276584,9,A
Pf3D7_01_v3,Mononucleotide Repeat,276711,276719,9,A
Pf3D7_01_v3,Mononucleotide Repeat,277564,277572,9,A
Pf3D7_01_v3,Mononucleotide Repeat,277679,277688,10,A
Pf3D7_01_v3,Mononucleotide Repeat,277745,277755,11,A
Pf3D7_01_v3,Mononucleotide Repeat,278549,278567,19,A
Pf3D7_01_v3,Mononucleotide Repeat,278758,278766,9,A
Pf3D7_01_v3,Mononucleotide Repeat,279011,279022,12,A
Pf3D7_01_v3,Mononucleotide Repeat,279397,279407,11,A
Pf3D7_01_v3,Mononucleotide Repeat,279450,279459,10,A
Pf3D7_01_v3,Mononucleotide Repeat,279486,279494,9,A
Pf3D7_01_v3,Mononucleotide Repeat,280019,280038,20,A
Pf3D7_01_v3,Mononucleotide Repeat,280134,280147,14,A
Pf3D7_01_v3,Mononucleotide Repeat,280226,280235,10,A
Pf3D7_01_v3,Mononucleotide Repeat,280303,280321,19,A
Pf3D7_01_v3,Mononucleotide Repeat,280605,280613,9,A
Pf3D7_01_v3,Mononucleotide Repeat,280968,280984,17,A
Pf3D7_01_v3,Mononucleotide Repeat,281206,281216,11,A
Pf3D7_01_v3,Mononucleotide Repeat,281721,281730,10,A
Pf3D7_01_v3,Mononucleotide Repeat,284345,284354,10,A
Pf3D7_01_v3,Mononucleotide Repeat,285557,285565,9,A
Pf3D7_01_v3,Mononucleotide Repeat,285626,285639,14,A
Pf3D7_01_v3,Mononucleotide Repeat,285768,285779,12,A
Pf3D7_01_v3,Mononucleotide Repeat,286059,286071,13,A
Pf3D7_01_v3,Mononucleotide Repeat,286282,286290,9,A
Pf3D7_01_v3,Mononucleotide Repeat,286339,286349,11,A
Pf3D7_01_v3,Mononucleotide Repeat,286594,286603,10,A
Pf3D7_01_v3,Mononucleotide Repeat,286609,286629,21,A
Pf3D7_01_v3,Mononucleotide Repeat,286631,286640,10,A
Pf3D7_01_v3,Mononucleotide Repeat,286781,286789,9,A
Pf3D7_01_v3,Mononucleotide Repeat,287109,287117,9,A
Pf3D7_01_v3,Mononucleotide Repeat,287355,287369,15,A
Pf3D7_01_v3,Mononucleotide Repeat,287539,287551,13,A
Pf3D7_01_v3,Mononucleotide Repeat,287638,287650,13,A
Pf3D7_01_v3,Mononucleotide Repeat,288091,288115,25,A
Pf3D7_01_v3,Mononucleotide Repeat,288489,288502,14,A
Pf3D7_01_v3,Mononucleotide Repeat,288679,288697,19,A
Pf3D7_01_v3,Mononucleotide Repeat,288901,288909,9,A
Pf3D7_01_v3,Mononucleotide Repeat,289530,289541,12,A
Pf3D7_01_v3,Mononucleotide Repeat,289543,289561,19,A
Pf3D7_01_v3,Mononucleotide Repeat,289598,289615,18,A
Pf3D7_01_v3,Mononucleotide Repeat,289840,289857,18,A
Pf3D7_01_v3,Mononucleotide Repeat,289924,289933,10,A
Pf3D7_01_v3,Mononucleotide Repeat,290185,290195,11,A
Pf3D7_01_v3,Mononucleotide Repeat,290307,290321,15,A
Pf3D7_01_v3,Mononucleotide Repeat,290351,290369,19,A
Pf3D7_01_v3,Mononucleotide Repeat,290624,290633,10,A
Pf3D7_01_v3,Mononucleotide Repeat,291890,291902,13,A
Pf3D7_01_v3,Mononucleotide Repeat,292202,292210,9,A
Pf3D7_01_v3,Mononucleotide Repeat,292323,292336,14,A
Pf3D7_01_v3,Mononucleotide Repeat,292699,292709,11,A
Pf3D7_01_v3,Mononucleotide Repeat,292924,292938,15,A
Pf3D7_01_v3,Mononucleotide Repeat,293155,293179,25,A
Pf3D7_01_v3,Mononucleotide Repeat,293260,293276,17,A
Pf3D7_01_v3,Mononucleotide Repeat,293286,293297,12,A
Pf3D7_01_v3,Mononucleotide Repeat,293940,293952,13,A
Pf3D7_01_v3,Mononucleotide Repeat,294055,294063,9,A
Pf3D7_01_v3,Mononucleotide Repeat,294163,294172,10,A
Pf3D7_01_v3,Mononucleotide Repeat,294603,294628,26,A
Pf3D7_01_v3,Mononucleotide Repeat,294686,294703,18,A
Pf3D7_01_v3,Mononucleotide Repeat,294972,294992,21,A
Pf3D7_01_v3,Mononucleotide Repeat,295053,295061,9,A
Pf3D7_01_v3,Mononucleotide Repeat,295065,295073,9,A
Pf3D7_01_v3,Mononucleotide Repeat,295132,295164,33,A
Pf3D7_01_v3,Mononucleotide Repeat,295347,295362,16,A
Pf3D7_01_v3,Mononucleotide Repeat,295988,296000,13,A
Pf3D7_01_v3,Mononucleotide Repeat,296035,296046,12,A
Pf3D7_01_v3,Mononucleotide Repeat,296977,296995,19,A
Pf3D7_01_v3,Mononucleotide Repeat,297070,297078,9,A
Pf3D7_01_v3,Mononucleotide Repeat,297673,297682,10,A
Pf3D7_01_v3,Mononucleotide Repeat,297771,297788,18,A
Pf3D7_01_v3,Mononucleotide Repeat,298253,298280,28,A
Pf3D7_01_v3,Mononucleotide Repeat,299397,299407,11,A
Pf3D7_01_v3,Mononucleotide Repeat,299548,299560,13,A
Pf3D7_01_v3,Mononucleotide Repeat,300134,300143,10,A
Pf3D7_01_v3,Mononucleotide Repeat,300170,300186,17,A
Pf3D7_01_v3,Mononucleotide Repeat,300997,301005,9,A
Pf3D7_01_v3,Mononucleotide Repeat,301017,301025,9,A
Pf3D7_01_v3,Mononucleotide Repeat,301027,301035,9,A
Pf3D7_01_v3,Mononucleotide Repeat,301149,301178,30,A
Pf3D7_01_v3,Mononucleotide Repeat,301332,301341,10,A
Pf3D7_01_v3,Mononucleotide Repeat,301587,301597,11,A
Pf3D7_01_v3,Mononucleotide Repeat,301755,301782,28,A
Pf3D7_01_v3,Mononucleotide Repeat,301989,302004,16,A
Pf3D7_01_v3,Mononucleotide Repeat,302120,302128,9,A
Pf3D7_01_v3,Mononucleotide Repeat,302131,302143,13,A
Pf3D7_01_v3,Mononucleotide Repeat,302516,302525,10,A
Pf3D7_01_v3,Mononucleotide Repeat,302758,302774,17,A
Pf3D7_01_v3,Mononucleotide Repeat,303415,303430,16,A
Pf3D7_01_v3,Mononucleotide Repeat,303460,303469,10,A
Pf3D7_01_v3,Mononucleotide Repeat,303882,303897,16,A
Pf3D7_01_v3,Mononucleotide Repeat,303938,303952,15,A
Pf3D7_01_v3,Mononucleotide Repeat,304033,304054,22,A
Pf3D7_01_v3,Mononucleotide Repeat,304235,304253,19,A
Pf3D7_01_v3,Mononucleotide Repeat,304324,304353,30,A
Pf3D7_01_v3,Mononucleotide Repeat,304758,304767,10,A
Pf3D7_01_v3,Mononucleotide Repeat,304958,304970,13,A
Pf3D7_01_v3,Mononucleotide Repeat,305026,305041,16,A
Pf3D7_01_v3,Mononucleotide Repeat,305078,305112,35,A
Pf3D7_01_v3,Mononucleotide Repeat,306802,306811,10,A
